"","year","pnum","box_attempt","nestbox","species","clutch_size","April_lay","April_hatch","num_chicks","num_eggs_manipulated","number_fledged","adult_male","adult_female","incubation_period","test"
"1027",1960,"19601O63",1,"O63","BLUTI",12,15,40,12,NA,11,NA,NA,14,0
"1028",1960,"19601O64",1,"O64","BLUTI",2,35,NA,NA,NA,0,NA,NA,NA,NA
"1029",1960,"19601O65",1,"O65","BLUTI",4,33,NA,NA,NA,0,NA,NA,NA,NA
"1030",1960,"19601O66",1,"O66","BLUTI",10,26,48,10,NA,9,NA,NA,13,0
"1031",1960,"19601O67",1,"O67","BLUTI",12,22,47,11,NA,10,NA,NA,14,1
"1033",1960,"19601O69",1,"O69","BLUTI",11,24,46,11,NA,10,NA,NA,12,0
"1034",1960,"19601O70",1,"O70","BLUTI",10,20,42,10,NA,10,NA,NA,13,0
"1035",1960,"19601O71",1,"O71","BLUTI",13,18,42,12,NA,11,NA,"36791",12,1
"1042",1960,"19601O79",1,"O79","BLUTI",9,26,48,9,NA,6,NA,NA,14,0
"1043",1960,"19601O8",1,"O8","BLUTI",NA,17,NA,NA,NA,0,NA,NA,NA,NA
"1044",1960,"19601O80",1,"O80","BLUTI",10,22,46,9,NA,9,NA,"57079",15,1
"1045",1960,"19601O81",1,"O81","BLUTI",11,18,40,11,NA,11,NA,NA,12,0
"1046",1960,"19601O82",1,"O82","BLUTI",7,44,62,7,NA,7,NA,NA,12,0
"1048",1960,"19601O84",1,"O84","BLUTI",10,28,45,9,NA,9,NA,NA,8,1
"1051",1960,"19601O87",1,"O87","BLUTI",8,37,55,7,NA,7,NA,NA,11,1
"1058",1960,"19601W1",1,"W1","BLUTI",10,27,47,10,NA,10,NA,NA,11,0
"1059",1960,"19601W100",1,"W100","BLUTI",11,17,40,11,NA,11,NA,NA,13,0
"1060",1960,"19601W101",1,"W101","BLUTI",11,23,46,10,NA,10,NA,NA,13,1
"1061",1960,"19601W102",1,"W102","BLUTI",14,17,45,13,NA,13,NA,NA,15,1
"1062",1960,"19601W11",1,"W11","BLUTI",12,16,41,12,NA,12,NA,NA,14,0
"1064",1960,"19601W13",1,"W13","BLUTI",9,21,44,9,NA,9,NA,NA,15,0
"1065",1960,"19601W14",1,"W14","BLUTI",8,NA,NA,8,NA,6,NA,NA,NA,0
"1067",1960,"19601W16",1,"W16","BLUTI",11,15,38,11,NA,11,NA,NA,13,0
"1068",1960,"19601W17",1,"W17","BLUTI",14,15,43,13,NA,13,NA,NA,15,1
"1069",1960,"19601W19",1,"W19","BLUTI",11,26,47,11,NA,10,NA,NA,11,0
"1070",1960,"19601W2",1,"W2","BLUTI",13,17,41,13,NA,12,NA,"85579",12,0
"1073",1960,"19601W23",1,"W23","BLUTI",9,27,48,9,NA,7,NA,NA,13,0
"1074",1960,"19601W24",1,"W24","BLUTI",11,25,49,10,NA,10,NA,NA,14,1
"1077",1960,"19601W29",1,"W29","BLUTI",14,21,48,13,NA,12,NA,NA,14,1
"1078",1960,"19601W31",1,"W31","BLUTI",10,17,38,8,NA,4,NA,NA,12,2
"1079",1960,"19601W33",1,"W33","BLUTI",10,14,35,9,NA,8,NA,NA,12,1
"1080",1960,"19601W34",1,"W34","BLUTI",10,16,39,9,NA,9,NA,NA,14,1
"1082",1960,"19601W37",1,"W37","BLUTI",13,15,41,13,NA,13,NA,NA,14,0
"1083",1960,"19601W38",1,"W38","BLUTI",13,11,37,12,NA,12,NA,"37332",14,1
"1084",1960,"19601W4",1,"W4","BLUTI",14,21,47,14,NA,13,NA,"85643",13,0
"1085",1960,"19601W40",1,"W40","BLUTI",12,16,41,12,NA,11,NA,NA,14,0
"1086",1960,"19601W41",1,"W41","BLUTI",11,22,45,11,NA,11,NA,"54400",13,0
"1087",1960,"19601W43",1,"W43","BLUTI",11,26,48,11,NA,11,NA,"57221",12,0
"1088",1960,"19601W44",1,"W44","BLUTI",10,26,48,10,NA,10,NA,NA,13,0
"1089",1960,"19601W45",1,"W45","BLUTI",10,14,37,9,NA,8,NA,NA,14,1
"1090",1960,"19601W47",1,"W47","BLUTI",13,15,40,12,NA,12,NA,"54498",13,1
"1091",1960,"19601W48",1,"W48","BLUTI",7,16,37,7,NA,7,NA,NA,15,0
"1092",1960,"19601W49",1,"W49","BLUTI",9,20,46,8,NA,8,NA,NA,18,1
"1093",1960,"19601W5",1,"W5","BLUTI",9,17,38,7,NA,6,NA,"85606",13,2
"1094",1960,"19601W50",1,"W50","BLUTI",13,18,43,11,NA,11,NA,"54429",13,2
"1097",1960,"19601W55",1,"W55","BLUTI",11,17,39,10,NA,10,NA,NA,12,1
"1098",1960,"19601W56",1,"W56","BLUTI",9,21,50,8,NA,8,NA,NA,21,1
"1099",1960,"19601W61",1,"W61","BLUTI",9,31,49,9,NA,8,NA,NA,10,0
"1100",1960,"19601W64",1,"W64","BLUTI",14,16,41,13,NA,11,NA,NA,12,1
"1101",1960,"19601W65",1,"W65","BLUTI",11,21,44,11,NA,11,NA,NA,13,0
"1103",1960,"19601W67",1,"W67","BLUTI",8,16,NA,NA,NA,0,NA,NA,NA,NA
"1104",1960,"19601W69",1,"W69","BLUTI",12,29,52,11,NA,11,NA,NA,12,1
"1107",1960,"19601W71",1,"W71","BLUTI",12,15,37,12,NA,0,NA,NA,11,0
"1108",1960,"19601W72",1,"W72","BLUTI",11,15,38,10,NA,10,NA,NA,13,1
"1110",1960,"19601W75",1,"W75","BLUTI",8,31,49,8,NA,8,NA,NA,11,0
"1112",1960,"19601W77",1,"W77","BLUTI",11,19,41,NA,NA,0,NA,NA,12,NA
"1115",1960,"19601W8",1,"W8","BLUTI",10,18,40,9,NA,9,NA,NA,13,1
"1118",1960,"19601W89",1,"W89","BLUTI",13,15,42,12,NA,12,NA,NA,15,1
"1121",1960,"19601W92",1,"W92","BLUTI",NA,19,42,NA,NA,0,NA,"85631",NA,NA
"1123",1960,"19601W95",1,"W95","BLUTI",10,27,49,10,NA,9,NA,NA,13,0
"1124",1960,"19601W96",1,"W96","BLUTI",10,21,44,10,NA,0,NA,"37498",14,0
"1129",1960,"19602EX12",2,"EX12","BLUTI",9,37,57,9,NA,9,NA,NA,12,0
"1130",1960,"19602EX26",2,"EX26","BLUTI",8,50,65,NA,NA,0,NA,NA,8,NA
"1131",1960,"19602EX28",2,"EX28","BLUTI",6,49,65,6,NA,6,NA,"54705",11,0
"1133",1960,"19602O8",2,"O8","BLUTI",11,26,50,11,NA,11,NA,NA,14,0
"1134",1961,"19611B1",1,"B1","BLUTI",8,21,40,8,NA,8,NA,NA,12,0
"1135",1961,"19611B100",1,"B100","BLUTI",8,14,34,8,NA,8,NA,NA,13,0
"1142",1961,"19611B111",1,"B111","BLUTI",8,19,39,8,NA,8,NA,NA,13,0
"1149",1961,"19611B125",1,"B125","BLUTI",9,21,42,9,NA,9,NA,NA,13,0
"1150",1961,"19611B126",1,"B126","BLUTI",10,17,38,10,NA,10,NA,NA,12,0
"1151",1961,"19611B128",1,"B128","BLUTI",9,18,40,9,NA,6,NA,NA,14,0
"1153",1961,"19611B130",1,"B130","BLUTI",7,18,37,7,NA,7,NA,"37282",13,0
"1154",1961,"19611B131",1,"B131","BLUTI",8,20,39,8,NA,8,NA,NA,12,0
"1156",1961,"19611B138",1,"B138","BLUTI",9,20,NA,NA,NA,0,NA,"H42524",NA,NA
"1157",1961,"19611B139",1,"B139","BLUTI",NA,39,NA,NA,NA,0,NA,NA,NA,NA
"1158",1961,"19611B14",1,"B14","BLUTI",6,23,40,5,NA,5,NA,NA,12,1
"1159",1961,"19611B140",1,"B140","BLUTI",8,23,NA,NA,NA,0,NA,NA,NA,NA
"1160",1961,"19611B142",1,"B142","BLUTI",NA,25,NA,NA,NA,0,NA,NA,NA,NA
"1161",1961,"19611B148",1,"B148","BLUTI",9,20,39,7,NA,7,NA,"57341",11,2
"1162",1961,"19611B149",1,"B149","BLUTI",8,18,38,7,NA,7,NA,NA,13,1
"1165",1961,"19611B151",1,"B151","BLUTI",10,19,40,10,NA,10,NA,NA,12,0
"1166",1961,"19611B153",1,"B153","BLUTI",7,21,39,6,NA,6,NA,NA,12,1
"1167",1961,"19611B154",1,"B154","BLUTI",13,6,33,12,NA,11,NA,"H24131",15,1
"1168",1961,"19611B157",1,"B157","BLUTI",9,22,42,6,NA,6,NA,NA,12,3
"1171",1961,"19611B16",1,"B16","BLUTI",9,25,46,9,NA,9,NA,NA,13,0
"1174",1961,"19611B162",1,"B162","BLUTI",9,20,38,9,NA,8,NA,NA,10,0
"1176",1961,"19611B164",1,"B164","BLUTI",1,25,NA,NA,NA,0,NA,NA,NA,NA
"1177",1961,"19611B165",1,"B165","BLUTI",9,22,NA,NA,NA,0,NA,NA,NA,NA
"1180",1961,"19611B170",1,"B170","BLUTI",NA,22,NA,NA,NA,0,NA,NA,NA,NA
"1186",1961,"19611B178",1,"B178","BLUTI",9,17,38,9,NA,9,NA,NA,13,0
"1187",1961,"19611B179",1,"B179","BLUTI",8,28,47,1,NA,0,NA,NA,12,7
"1188",1961,"19611B18",1,"B18","BLUTI",5,18,40,4,NA,4,NA,"H24026",18,1
"1191",1961,"19611B183",1,"B183","BLUTI",8,22,41,8,NA,8,NA,NA,12,0
"1192",1961,"19611B184",1,"B184","BLUTI",8,25,44,8,NA,7,NA,NA,12,0
"1193",1961,"19611B186",1,"B186","BLUTI",NA,15,NA,NA,NA,0,NA,NA,NA,NA
"1194",1961,"19611B187",1,"B187","BLUTI",7,34,50,6,NA,6,NA,NA,10,1
"1199",1961,"19611B193",1,"B193","BLUTI",9,15,35,9,NA,8,NA,NA,12,0
"1202",1961,"19611B196",1,"B196","BLUTI",6,21,42,6,NA,6,NA,NA,16,0
"1203",1961,"19611B197",1,"B197","BLUTI",11,18,41,11,NA,11,NA,NA,13,0
"1204",1961,"19611B198",1,"B198","BLUTI",10,19,40,10,NA,10,NA,NA,12,0
"1210",1961,"19611B207",1,"B207","BLUTI",10,16,38,8,NA,5,NA,NA,13,2
"1215",1961,"19611B214",1,"B214","BLUTI",9,21,42,9,NA,7,NA,NA,13,0
"1218",1961,"19611B217",1,"B217","BLUTI",8,17,38,8,NA,8,NA,NA,14,0
"1225",1961,"19611B225",1,"B225","BLUTI",9,14,35,9,NA,9,NA,NA,13,0
"1227",1961,"19611B227",1,"B227","BLUTI",8,17,37,8,NA,8,NA,NA,13,0
"1229",1961,"19611B229",1,"B229","BLUTI",8,20,40,6,NA,6,NA,NA,13,2
"1230",1961,"19611B24",1,"B24","BLUTI",8,19,38,8,NA,8,NA,NA,12,0
"1231",1961,"19611B25",1,"B25","BLUTI",8,18,39,7,NA,6,NA,NA,14,1
"1236",1961,"19611B30",1,"B30","BLUTI",9,22,42,9,NA,9,NA,NA,12,0
"1238",1961,"19611B32",1,"B32","BLUTI",8,21,42,8,NA,8,NA,NA,14,0
"1241",1961,"19611B35",1,"B35","BLUTI",8,25,46,8,NA,8,NA,"H42703",14,0
"1242",1961,"19611B37",1,"B37","BLUTI",8,21,40,4,NA,0,NA,NA,12,4
"1246",1961,"19611B42",1,"B42","BLUTI",NA,25,NA,NA,NA,0,NA,NA,NA,NA
"1248",1961,"19611B44",1,"B44","BLUTI",NA,32,NA,NA,NA,0,NA,NA,NA,NA
"1256",1961,"19611B52",1,"B52","BLUTI",7,19,39,6,NA,6,NA,NA,14,1
"1261",1961,"19611B60",1,"B60","BLUTI",8,38,56,7,NA,0,NA,NA,11,1
"1264",1961,"19611B64",1,"B64","BLUTI",5,21,NA,NA,NA,0,NA,NA,NA,NA
"1267",1961,"19611B67",1,"B67","BLUTI",NA,37,NA,NA,NA,0,NA,NA,NA,NA
"1270",1961,"19611B70",1,"B70","BLUTI",NA,32,NA,NA,NA,0,NA,NA,NA,NA
"1273",1961,"19611B78",1,"B78","BLUTI",10,15,38,9,NA,9,NA,NA,14,1
"1278",1961,"19611B90",1,"B90","BLUTI",6,15,34,6,NA,0,NA,NA,14,0
"1279",1961,"19611B91",1,"B91","BLUTI",NA,17,NA,NA,NA,0,NA,NA,NA,NA
"1280",1961,"19611B92",1,"B92","BLUTI",NA,18,NA,NA,NA,0,NA,"54276",NA,NA
"1284",1961,"19611B96",1,"B96","BLUTI",11,11,33,11,NA,11,NA,NA,12,0
"1285",1961,"19611B97",1,"B97","BLUTI",9,7,29,9,NA,8,NA,NA,14,0
"1286",1961,"19611B98",1,"B98","BLUTI",9,15,36,8,NA,7,NA,NA,13,1
"1288",1961,"19611C1",1,"C1","BLUTI",9,23,43,8,NA,8,NA,NA,12,1
"1289",1961,"19611C10",1,"C10","BLUTI",7,14,32,4,NA,4,NA,NA,12,3
"1290",1961,"19611C12",1,"C12","BLUTI",8,18,36,7,NA,0,NA,NA,11,1
"1291",1961,"19611C13",1,"C13","BLUTI",8,20,39,8,NA,8,NA,NA,12,0
"1292",1961,"19611C14",1,"C14","BLUTI",11,11,33,10,NA,9,NA,NA,12,1
"1294",1961,"19611C16",1,"C16","BLUTI",10,12,33,9,NA,9,NA,NA,12,1
"1295",1961,"19611C18",1,"C18","BLUTI",7,12,30,6,NA,6,NA,NA,12,1
"1296",1961,"19611C19",1,"C19","BLUTI",10,12,33,8,NA,7,NA,NA,12,2
"1298",1961,"19611C20",1,"C20","BLUTI",6,22,39,5,NA,5,NA,NA,12,1
"1300",1961,"19611C22",1,"C22","BLUTI",10,11,32,10,NA,10,NA,NA,12,0
"1301",1961,"19611C23",1,"C23","BLUTI",8,27,43,8,NA,7,NA,NA,9,0
"1304",1961,"19611C26",1,"C26","BLUTI",9,17,36,9,NA,9,NA,NA,11,0
"1306",1961,"19611C28",1,"C28","BLUTI",11,15,NA,NA,NA,0,NA,NA,NA,NA
"1309",1961,"19611C30",1,"C30","BLUTI",10,13,34,7,NA,7,NA,NA,12,3
"1313",1961,"19611C35",1,"C35","BLUTI",6,19,NA,NA,NA,0,NA,NA,NA,NA
"1315",1961,"19611C38",1,"C38","BLUTI",10,20,41,10,NA,0,NA,NA,12,0
"1317",1961,"19611C4",1,"C4","BLUTI",5,21,NA,NA,NA,0,NA,NA,NA,NA
"1319",1961,"19611C41",1,"C41","BLUTI",9,15,35,9,NA,9,NA,NA,12,0
"1320",1961,"19611C42",1,"C42","BLUTI",6,15,32,6,NA,2,NA,NA,12,0
"1321",1961,"19611C43",1,"C43","BLUTI",8,15,34,8,NA,8,NA,NA,12,0
"1325",1961,"19611C49",1,"C49","BLUTI",8,18,37,7,NA,7,NA,NA,12,1
"1326",1961,"19611C5",1,"C5","BLUTI",9,14,34,8,NA,7,NA,NA,12,1
"1328",1961,"19611C51",1,"C51","BLUTI",9,15,35,9,NA,7,NA,NA,12,0
"1329",1961,"19611C52",1,"C52","BLUTI",9,13,33,9,NA,9,NA,NA,12,0
"1332",1961,"19611C55",1,"C55","BLUTI",9,14,34,9,NA,9,NA,NA,12,0
"1333",1961,"19611C56",1,"C56","BLUTI",8,28,47,7,NA,7,NA,NA,12,1
"1334",1961,"19611C57",1,"C57","BLUTI",5,34,NA,NA,NA,0,NA,NA,NA,NA
"1336",1961,"19611C59",1,"C59","BLUTI",9,23,43,9,NA,8,NA,NA,12,0
"1337",1961,"19611C6",1,"C6","BLUTI",10,17,39,10,NA,10,NA,NA,13,0
"1339",1961,"19611C63",1,"C63","BLUTI",9,21,42,3,NA,1,NA,NA,13,6
"1341",1961,"19611C8",1,"C8","BLUTI",10,15,36,10,NA,10,NA,NA,12,0
"1342",1961,"19611C9",1,"C9","BLUTI",8,16,36,8,NA,8,NA,NA,13,0
"1343",1961,"19611CP1",1,"CP1","BLUTI",12,10,33,11,NA,10,NA,NA,12,1
"1346",1961,"19611CP13",1,"CP13","BLUTI",9,20,39,8,NA,8,NA,NA,11,1
"1348",1961,"19611CP15",1,"CP15","BLUTI",9,6,28,4,NA,4,NA,NA,14,5
"1350",1961,"19611CP19",1,"CP19","BLUTI",8,23,42,7,NA,7,NA,NA,12,1
"1351",1961,"19611CP2",1,"CP2","BLUTI",10,14,36,9,NA,9,NA,NA,13,1
"1352",1961,"19611CP20",1,"CP20","BLUTI",9,13,32,8,NA,7,NA,NA,11,1
"1356",1961,"19611CP24",1,"CP24","BLUTI",10,18,39,9,NA,8,NA,NA,12,1
"1357",1961,"19611CP25",1,"CP25","BLUTI",8,17,36,5,NA,5,NA,NA,12,3
"1361",1961,"19611CP29",1,"CP29","BLUTI",9,NA,NA,NA,NA,0,NA,NA,NA,NA
"1364",1961,"19611CP31",1,"CP31","BLUTI",8,20,39,8,NA,0,NA,NA,12,0
"1368",1961,"19611CP36",1,"CP36","BLUTI",11,8,30,11,NA,11,NA,NA,12,0
"1371",1961,"19611CP5",1,"CP5","BLUTI",11,18,40,11,NA,10,NA,NA,12,0
"1372",1961,"19611CP5A",1,"CP5A","BLUTI",9,NA,NA,7,NA,5,NA,NA,NA,2
"1375",1961,"19611CP7",1,"CP7","BLUTI",4,20,NA,4,NA,0,NA,NA,NA,0
"1377",1961,"19611CP9A",1,"CP9A","BLUTI",6,22,39,6,NA,6,NA,NA,12,0
"1382",1961,"19611EX10A",1,"EX10A","BLUTI",7,21,39,6,NA,6,NA,NA,12,1
"1384",1961,"19611EX12",1,"EX12","BLUTI",10,23,NA,NA,NA,0,NA,NA,NA,NA
"1386",1961,"19611EX14",1,"EX14","BLUTI",12,14,37,10,NA,10,NA,NA,12,2
"1387",1961,"19611EX14B",1,"EX14B","BLUTI",10,14,35,10,NA,10,NA,NA,12,0
"1389",1961,"19611EX16",1,"EX16","BLUTI",9,22,42,9,NA,8,NA,NA,12,0
"1391",1961,"19611EX19",1,"EX19","BLUTI",9,17,37,8,NA,8,NA,NA,12,1
"1395",1961,"19611EX22",1,"EX22","BLUTI",9,23,43,8,NA,8,NA,NA,12,1
"1396",1961,"19611EX23",1,"EX23","BLUTI",8,15,34,8,NA,0,NA,NA,12,0
"1398",1961,"19611EX25",1,"EX25","BLUTI",9,20,NA,NA,NA,0,NA,NA,NA,NA
"1405",1961,"19611EX33",1,"EX33","BLUTI",9,13,33,8,NA,7,NA,NA,12,1
"1409",1961,"19611EX36",1,"EX36","BLUTI",9,10,30,9,NA,7,NA,NA,12,0
"1412",1961,"19611EX38A",1,"EX38A","BLUTI",12,14,NA,NA,NA,0,NA,NA,NA,NA
"1413",1961,"19611EX39A",1,"EX39A","BLUTI",9,17,37,9,NA,7,NA,NA,12,0
"1415",1961,"19611EX39C",1,"EX39C","BLUTI",10,16,37,10,NA,9,NA,NA,12,0
"1419",1961,"19611EX41B",1,"EX41B","BLUTI",8,24,43,8,NA,8,NA,NA,12,0
"1424",1961,"19611EX44",1,"EX44","BLUTI",12,22,51,12,NA,12,NA,NA,18,0
"1427",1961,"19611EX48",1,"EX48","BLUTI",8,18,NA,NA,NA,0,NA,NA,NA,NA
"1428",1961,"19611EX49",1,"EX49","BLUTI",11,12,34,11,NA,11,NA,NA,12,0
"1430",1961,"19611EX49C",1,"EX49C","BLUTI",10,18,39,8,NA,8,NA,NA,12,2
"1431",1961,"19611EX50",1,"EX50","BLUTI",7,16,36,7,NA,6,NA,NA,14,0
"1433",1961,"19611EX52",1,"EX52","BLUTI",9,17,37,9,NA,9,NA,NA,12,0
"1437",1961,"19611EX56",1,"EX56","BLUTI",9,21,41,8,NA,6,NA,NA,12,1
"1439",1961,"19611EX58",1,"EX58","BLUTI",8,12,33,7,NA,6,NA,NA,14,1
"1440",1961,"19611EX59",1,"EX59","BLUTI",8,13,35,8,NA,8,NA,NA,15,0
"1441",1961,"19611EX6",1,"EX6","BLUTI",12,11,34,12,NA,12,NA,NA,12,0
"1443",1961,"19611EX61",1,"EX61","BLUTI",10,10,33,10,NA,10,NA,NA,14,0
"1449",1961,"19611EX67",1,"EX67","BLUTI",9,39,63,5,NA,0,NA,NA,16,4
"1450",1961,"19611EX68",1,"EX68","BLUTI",NA,18,NA,NA,NA,0,NA,NA,NA,NA
"1451",1961,"19611EX69",1,"EX69","BLUTI",7,26,44,7,NA,7,NA,NA,12,0
"1453",1961,"19611EX70",1,"EX70","BLUTI",9,13,33,7,NA,7,NA,NA,12,2
"1459",1961,"19611EX76",1,"EX76","BLUTI",8,18,40,7,NA,0,NA,"88530",15,1
"1462",1961,"19611EX80",1,"EX80","BLUTI",10,21,42,9,NA,9,NA,NA,12,1
"1466",1961,"19611O10",1,"O10","BLUTI",10,19,NA,NA,NA,0,NA,NA,NA,NA
"1467",1961,"19611O11",1,"O11","BLUTI",12,7,31,12,NA,0,NA,NA,13,0
"1469",1961,"19611O13",1,"O13","BLUTI",9,18,NA,NA,NA,0,NA,NA,NA,NA
"1472",1961,"19611O16",1,"O16","BLUTI",NA,11,NA,NA,NA,0,NA,NA,NA,NA
"1473",1961,"19611O17",1,"O17","BLUTI",8,16,33,8,NA,8,NA,NA,10,0
"1475",1961,"19611O19",1,"O19","BLUTI",8,13,30,8,NA,8,NA,NA,10,0
"1476",1961,"19611O2",1,"O2","BLUTI",7,9,NA,NA,NA,0,NA,NA,NA,NA
"1477",1961,"19611O20",1,"O20","BLUTI",11,9,31,10,NA,9,NA,NA,12,1
"1478",1961,"19611O23",1,"O23","BLUTI",10,19,40,8,NA,8,NA,NA,12,2
"1480",1961,"19611O25",1,"O25","BLUTI",11,12,34,9,NA,9,NA,NA,12,2
"1481",1961,"19611O27",1,"O27","BLUTI",3,17,NA,NA,NA,0,NA,"H15731",NA,NA
"1484",1961,"19611O3",1,"O3","BLUTI",8,23,42,7,NA,7,NA,NA,12,1
"1486",1961,"19611O31",1,"O31","BLUTI",11,12,34,11,NA,11,NA,NA,12,0
"1488",1961,"19611O33",1,"O33","BLUTI",10,14,35,6,NA,6,NA,NA,12,4
"1490",1961,"19611O35",1,"O35","BLUTI",8,17,36,7,NA,0,NA,NA,12,1
"1492",1961,"19611O38",1,"O38","BLUTI",8,19,38,8,NA,7,NA,"57217",12,0
"1493",1961,"19611O38A",1,"O38A","BLUTI",10,21,42,10,NA,10,NA,NA,12,0
"1495",1961,"19611O39",1,"O39","BLUTI",10,25,45,10,NA,8,NA,NA,11,0
"1500",1961,"19611O45",1,"O45","BLUTI",13,11,36,8,NA,7,NA,NA,13,5
"1501",1961,"19611O48",1,"O48","BLUTI",8,22,40,NA,NA,0,NA,NA,11,NA
"1502",1961,"19611O49",1,"O49","BLUTI",11,19,40,11,NA,11,NA,NA,11,0
"1507",1961,"19611O54",1,"O54","BLUTI",NA,16,NA,NA,NA,0,NA,NA,NA,NA
"1510",1961,"19611O59",1,"O59","BLUTI",7,26,44,4,NA,4,NA,NA,12,3
"1513",1961,"19611O62",1,"O62","BLUTI",10,17,38,9,NA,9,NA,NA,12,1
"1516",1961,"19611O65",1,"O65","BLUTI",8,19,41,7,NA,0,NA,NA,15,1
"1517",1961,"19611O66",1,"O66","BLUTI",9,22,42,9,NA,9,NA,NA,12,0
"1518",1961,"19611O67",1,"O67","BLUTI",15,16,42,14,NA,0,NA,NA,12,1
"1522",1961,"19611O70",1,"O70","BLUTI",9,16,36,5,NA,5,NA,NA,12,4
"1526",1961,"19611O74",1,"O74","BLUTI",9,14,34,7,NA,7,NA,NA,12,2
"1529",1961,"19611O77",1,"O77","BLUTI",10,19,45,10,NA,10,NA,NA,17,0
"1530",1961,"19611O79",1,"O79","BLUTI",7,23,41,NA,NA,0,NA,NA,12,NA
"1531",1961,"19611O8",1,"O8","BLUTI",8,15,34,7,NA,7,NA,NA,12,1
"1534",1961,"19611O82",1,"O82","BLUTI",5,22,41,5,NA,0,NA,NA,15,0
"1546",1961,"19611W1",1,"W1","BLUTI",10,15,36,10,NA,10,NA,NA,12,0
"1547",1961,"19611W10",1,"W10","BLUTI",9,19,40,8,NA,8,NA,NA,13,1
"1550",1961,"19611W103",1,"W103","BLUTI",NA,13,NA,NA,NA,0,NA,NA,NA,NA
"1551",1961,"19611W104",1,"W104","BLUTI",NA,20,NA,NA,NA,0,NA,NA,NA,NA
"1552",1961,"19611W105",1,"W105","BLUTI",7,18,NA,NA,NA,0,NA,NA,NA,NA
"1553",1961,"19611W11",1,"W11","BLUTI",1,21,NA,NA,NA,0,NA,NA,NA,NA
"1558",1961,"19611W16",1,"W16","BLUTI",10,12,33,10,NA,10,NA,NA,12,0
"1559",1961,"19611W17",1,"W17","BLUTI",12,6,29,10,NA,10,NA,NA,12,2
"1560",1961,"19611W19",1,"W19","BLUTI",11,10,32,11,NA,10,NA,NA,12,0
"1562",1961,"19611W21",1,"W21","BLUTI",9,18,38,9,NA,9,NA,NA,12,0
"1564",1961,"19611W23",1,"W23","BLUTI",12,10,33,12,NA,12,NA,"85643",12,0
"1565",1961,"19611W24",1,"W24","BLUTI",13,12,33,12,NA,10,NA,"H15625",9,1
"1566",1961,"19611W25",1,"W25","BLUTI",NA,15,NA,NA,NA,0,NA,NA,NA,NA
"1569",1961,"19611W28",1,"W28","BLUTI",11,6,29,10,NA,10,NA,NA,13,1
"1570",1961,"19611W29",1,"W29","BLUTI",NA,14,NA,NA,NA,0,NA,NA,NA,NA
"1571",1961,"19611W3",1,"W3","BLUTI",7,20,38,6,NA,6,NA,NA,12,1
"1575",1961,"19611W34",1,"W34","BLUTI",NA,6,NA,NA,NA,0,NA,NA,NA,NA
"1576",1961,"19611W36",1,"W36","BLUTI",9,26,46,9,NA,0,NA,NA,12,0
"1578",1961,"19611W38",1,"W38","BLUTI",NA,7,NA,NA,NA,0,NA,"H15730",NA,NA
"1579",1961,"19611W39",1,"W39","BLUTI",11,13,35,11,NA,10,NA,NA,12,0
"1580",1961,"19611W4",1,"W4","BLUTI",8,21,41,7,NA,7,NA,NA,13,1
"1581",1961,"19611W40",1,"W40","BLUTI",10,12,33,9,NA,8,NA,NA,12,1
"1584",1961,"19611W43",1,"W43","BLUTI",10,16,37,10,NA,10,NA,NA,12,0
"1585",1961,"19611W44",1,"W44","BLUTI",6,13,NA,NA,NA,0,NA,NA,NA,NA
"1586",1961,"19611W45",1,"W45","BLUTI",NA,14,NA,NA,NA,0,NA,NA,NA,NA
"1588",1961,"19611W47",1,"W47","BLUTI",11,4,26,10,NA,10,NA,NA,12,1
"1590",1961,"19611W49",1,"W49","BLUTI",1,7,NA,NA,NA,0,NA,NA,NA,NA
"1591",1961,"19611W5",1,"W5","BLUTI",8,16,36,7,NA,0,NA,NA,13,1
"1592",1961,"19611W50",1,"W50","BLUTI",11,4,29,10,NA,9,NA,NA,15,1
"1594",1961,"19611W53",1,"W53","BLUTI",10,10,29,10,NA,10,NA,NA,10,0
"1595",1961,"19611W54",1,"W54","BLUTI",8,28,47,8,NA,8,NA,NA,12,0
"1596",1961,"19611W55",1,"W55","BLUTI",13,3,29,10,NA,10,NA,NA,14,3
"1600",1961,"19611W59",1,"W59","BLUTI",12,7,31,11,NA,11,NA,NA,13,1
"1603",1961,"19611W61",1,"W61","BLUTI",5,19,NA,NA,NA,0,NA,NA,NA,NA
"1604",1961,"19611W62",1,"W62","BLUTI",10,13,NA,NA,NA,0,NA,NA,NA,NA
"1605",1961,"19611W63",1,"W63","BLUTI",12,8,NA,NA,NA,0,NA,NA,NA,NA
"1606",1961,"19611W65",1,"W65","BLUTI",9,10,32,9,NA,9,NA,NA,14,0
"1607",1961,"19611W66",1,"W66","BLUTI",10,20,40,10,NA,10,NA,NA,11,0
"1608",1961,"19611W67",1,"W67","BLUTI",NA,11,NA,NA,NA,0,NA,NA,NA,NA
"1611",1961,"19611W7",1,"W7","BLUTI",10,10,59,10,NA,10,NA,NA,40,0
"1612",1961,"19611W70",1,"W70","BLUTI",11,10,NA,NA,NA,0,NA,NA,NA,NA
"1613",1961,"19611W71",1,"W71","BLUTI",8,10,32,8,NA,8,NA,NA,15,0
"1614",1961,"19611W72",1,"W72","BLUTI",12,9,NA,NA,NA,0,NA,NA,NA,NA
